"wariant";"profil";"nr";"kategoria";"kategoria_nazwa";"kafelek1_kod";"kafelek1";"kafelek2_kod";"kafelek2";"opis_stanu";"procedura_html";"confluence_storage"
"928 — ATC Based Validation (zwrotny)";"2CCT";"6";"C";"BACKUP WYMAGANY";"ziel";"zielony";"czerw";"czerwony";"Wynik dotarł, ale ACK negatywny (Rejected).";"<strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> (Message Viewer) → odczytaj kod ACK</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>kod 20 (bramka dla pliku zamknięta)</b> → zgłoś (administrator <a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> otwiera bramkę)</li><li><b>kod 21 (błąd procesowy CCCt)</b> → zgłoś — błąd procesu w <a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a></li><li><b>kod 30 (rozmiar niezgodny)</b> → patrz Stan 11 (rozmiar)</li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 6 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Wynik dotarł, ale ACK negatywny (Rejected).</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> (Message Viewer) → odczytaj kod ACK</li></ol><strong>Jeżeli:</strong><ul><li><b>kod 20 (bramka dla pliku zamknięta)</b> → zgłoś (administrator <a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> otwiera bramkę)</li><li><b>kod 21 (błąd procesowy CCCt)</b> → zgłoś — błąd procesu w <a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a></li><li><b>kod 30 (rozmiar niezgodny)</b> → patrz Stan 11 (rozmiar)</li></ul></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"7";"C";"BACKUP WYMAGANY";"ziel";"zielony";"czerw_qmark";"czerwony ?";"Wynik dotarł, ACK nie napłynął w czasie (timeout).";"<strong>Postępowanie:</strong><ol><li>Czekaj 5 min → <a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> (Message Viewer)</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>Processed</b> → oznacz 'R' w CCM</li><li><b>brak >10 min</b> → zgłoś — sprawdź transport zwrotny <a href=""Inwentarz_IDCC.html#N05"" target=""_blank"" contenteditable=""false"">Connector 2.0</a> (<a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18</a>)</li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 7 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony ?</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Wynik dotarł, ACK nie napłynął w czasie (timeout).</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>Czekaj 5 min → <a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> (Message Viewer)</li></ol><strong>Jeżeli:</strong><ul><li><b>Processed</b> → oznacz 'R' w CCM</li><li><b>brak >10 min</b> → zgłoś — sprawdź transport zwrotny <a href=""Inwentarz_IDCC.html#N05"">Connector 2.0</a> (<a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18</a>)</li></ul></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"8";"C";"BACKUP WYMAGANY";"ziel";"zielony";"czarn";"czarny";"Wynik dotarł, brak ACK do CET.";"<strong>Postępowanie:</strong><ol><li>Sprawdź transport zwrotny <a href=""Inwentarz_IDCC.html#N05"" target=""_blank"" contenteditable=""false"">Connector 2.0</a></li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>transport OK, ACK błąd</b> → odczytaj kod ACK (patrz Stan 6)</li><li><b>awaria transportu</b> → zgłoś (<a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18</a>)</li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 8 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Wynik dotarł, brak ACK do CET.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>Sprawdź transport zwrotny <a href=""Inwentarz_IDCC.html#N05"">Connector 2.0</a></li></ol><strong>Jeżeli:</strong><ul><li><b>transport OK, ACK błąd</b> → odczytaj kod ACK (patrz Stan 6)</li><li><b>awaria transportu</b> → zgłoś (<a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18</a>)</li></ul></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"9";"A";"OK";"ziel";"zielony";"fiol";"fioletowy";"Wynik dotarł, ACK napłynął po CET — pozytywny.";"<strong>Walidacja opóźniona, ale OK (ACK po CET pozytywny).</strong>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 9 · OK</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Blue</ac:parameter><ac:parameter ac:name=""title"">fioletowy</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Wynik dotarł, ACK napłynął po CET — pozytywny.</p><p><strong>Procedury awaryjne:</strong></p><strong>Walidacja opóźniona, ale OK (ACK po CET pozytywny).</strong></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"10";"A";"OK";"ziel";"zielony";"ziel_R";"zielony R";"Status nadany ręcznie 'R' (nietypowe dla pliku zwrotnego).";"<strong>Brak działań — status nadany ręcznie przez Dyspozytora (nietypowe dla pliku zwrotnego).</strong>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 10 · OK</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony R</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Status nadany ręcznie 'R' (nietypowe dla pliku zwrotnego).</p><p><strong>Procedury awaryjne:</strong></p><strong>Brak działań — status nadany ręcznie przez Dyspozytora (nietypowe dla pliku zwrotnego).</strong></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"11";"C";"BACKUP WYMAGANY";"czerw_excl";"czerwony !";"czerw_excl";"czerwony !";"Niepoprawny rozmiar wyniku FIDx-928.";"<strong>Postępowanie:</strong><ol><li>W aplikacji CCM kliknij plik lewym przyciskiem myszy → Informacje → sprawdź rozmiar (pobranie ponownie nie ma sensu — plik zwrotny)</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>zawartość OK mimo rozmiaru</b> → oznacz 'R' w CCM</li><li><b>zawartość niepoprawna</b> → zgłoś + telefon do <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 11 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony !</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony !</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Niepoprawny rozmiar wyniku FIDx-928.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>W aplikacji CCM kliknij plik lewym przyciskiem myszy → Informacje → sprawdź rozmiar (pobranie ponownie nie ma sensu — plik zwrotny)</li></ol><strong>Jeżeli:</strong><ul><li><b>zawartość OK mimo rozmiaru</b> → oznacz 'R' w CCM</li><li><b>zawartość niepoprawna</b> → zgłoś + telefon do <a href=""Inwentarz_IDCC.html#N13"">RCC</a></li></ul></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"12";"C";"BACKUP WYMAGANY";"czerw_excl";"czerwony !";"czerw_qmark";"czerwony ?";"Niepoprawny rozmiar + brak ACK (timeout).";"<strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> (Message Viewer) → sprawdź status</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>Processed</b> → oznacz 'R' w CCM</li><li><b>brak</b> → zgłoś + telefon do <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 12 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony !</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony ?</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Niepoprawny rozmiar + brak ACK (timeout).</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> (Message Viewer) → sprawdź status</li></ol><strong>Jeżeli:</strong><ul><li><b>Processed</b> → oznacz 'R' w CCM</li><li><b>brak</b> → zgłoś + telefon do <a href=""Inwentarz_IDCC.html#N13"">RCC</a></li></ul></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"13";"C";"BACKUP WYMAGANY";"czerw_excl";"czerwony !";"czerw";"czerwony";"Niepoprawny rozmiar + ACK negatywny.";"<strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> (Message Viewer) → odczytaj kod ACK</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>kod 20 (bramka zamknięta)</b> → zgłoś (administrator <a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a>)</li><li><b>kod 30 (rozmiar)</b> → patrz Stan 11</li><li><b>inny</b> → zgłoś + telefon do <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a></li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 13 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony !</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Niepoprawny rozmiar + ACK negatywny.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> (Message Viewer) → odczytaj kod ACK</li></ol><strong>Jeżeli:</strong><ul><li><b>kod 20 (bramka zamknięta)</b> → zgłoś (administrator <a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a>)</li><li><b>kod 30 (rozmiar)</b> → patrz Stan 11</li><li><b>inny</b> → zgłoś + telefon do <a href=""Inwentarz_IDCC.html#N13"">RCC</a></li></ul></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"14";"D";"KRYTYCZNY";"czerw_excl";"czerwony !";"czarn";"czarny";"Niepoprawny rozmiar + brak ACK do CET. KRYTYCZNE.";"<strong>Postępowanie (KRYTYCZNE):</strong><ol><li>⛔ Krytyczne — minął CET, niepoprawny rozmiar i brak ACK.</li><li>Zgłoś + telefon do <a href=""Inwentarz_IDCC.html#N13"" target=""_blank"" contenteditable=""false"">RCC</a></li></ol><div class=""full-link"">Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R05"" target=""_blank"" contenteditable=""false"">R05</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18</a></div>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 14 · KRYTYCZNY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony !</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">czarny</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Niepoprawny rozmiar + brak ACK do CET. KRYTYCZNE.</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie (KRYTYCZNE):</strong><ol><li>⛔ Krytyczne — minął CET, niepoprawny rozmiar i brak ACK.</li><li>Zgłoś + telefon do <a href=""Inwentarz_IDCC.html#N13"">RCC</a></li></ol><div>Szczegóły (opis + screeny): <a href=""Ryzyka_pelna_baza_IDCC.html#R05"">R05</a> &middot; <a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18</a></div></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"15";"A";"OK";"fiol";"fioletowy";"fiol";"fioletowy";"FIDx-928 dostarczony po CET — walidacja OK.";"<strong>Walidacja zakończona po terminie — OK.</strong>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 15 · OK</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Blue</ac:parameter><ac:parameter ac:name=""title"">fioletowy</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Blue</ac:parameter><ac:parameter ac:name=""title"">fioletowy</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> FIDx-928 dostarczony po CET — walidacja OK.</p><p><strong>Procedury awaryjne:</strong></p><strong>Walidacja zakończona po terminie — OK.</strong></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"16";"B";"MONITORING";"szary_qmark";"szary ?";"puste";"puste/białe";"Wysyłka zwrotna trwa (transport Connector 2.0).";"<strong>Postępowanie:</strong><ol><li>Czekaj 5 min (transport zwrotny <a href=""Inwentarz_IDCC.html#N05"" target=""_blank"" contenteditable=""false"">Connector 2.0</a>)</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>zmieniło się na zielony</b> → OK — koniec</li><li><b>brak >10 min</b> → zgłoś (<a href=""Ryzyka_pelna_baza_IDCC.html#R18"" target=""_blank"" contenteditable=""false"">R18</a>)</li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 16 · MONITORING</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">szary ?</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Grey</ac:parameter><ac:parameter ac:name=""title"">—</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Wysyłka zwrotna trwa (transport Connector 2.0).</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li>Czekaj 5 min (transport zwrotny <a href=""Inwentarz_IDCC.html#N05"">Connector 2.0</a>)</li></ol><strong>Jeżeli:</strong><ul><li><b>zmieniło się na zielony</b> → OK — koniec</li><li><b>brak >10 min</b> → zgłoś (<a href=""Ryzyka_pelna_baza_IDCC.html#R18"">R18</a>)</li></ul></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"17";"A";"OK";"ziel_R";"zielony R";"ziel_R";"zielony R";"Status ręczny przyznany (nietypowe dla pliku zwrotnego).";"<strong>Brak działań — status ręczny przyznany przez Dyspozytora (nietypowe dla pliku zwrotnego).</strong>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 17 · OK</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony R</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Green</ac:parameter><ac:parameter ac:name=""title"">zielony R</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> Status ręczny przyznany (nietypowe dla pliku zwrotnego).</p><p><strong>Procedury awaryjne:</strong></p><strong>Brak działań — status ręczny przyznany przez Dyspozytora (nietypowe dla pliku zwrotnego).</strong></ac:rich-text-body></ac:structured-macro>"
"928 — ATC Based Validation (zwrotny)";"2CCT";"18";"C";"BACKUP WYMAGANY";"pomar";"pomarańczowy";"czerw";"czerwony";"TET zbliża się, ACK błąd już teraz (błąd paczki ATC).";"<strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"" target=""_blank"" contenteditable=""false"">Core CC Tool</a> (Message Viewer) → odczytaj błąd paczki ATC</li></ol><strong>Jeżeli:</strong><ul class=""branch""><li><b>błąd składowej</b> → uzupełnij składową w aplikacji CCM</li><li><b>inny</b> → odczytaj kod ACK (patrz Stan 6)</li></ul>";"<ac:structured-macro ac:name=""panel""><ac:parameter ac:name=""title"">928 — ATC Based Validation (zwrotny) — Stan 18 · BACKUP WYMAGANY</ac:parameter><ac:rich-text-body><p><strong>Stan kafelków</strong> &nbsp; CCtool wysł.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Yellow</ac:parameter><ac:parameter ac:name=""title"">pomarańczowy</ac:parameter></ac:structured-macro> &nbsp; CCtool zwalid.: <ac:structured-macro ac:name=""status""><ac:parameter ac:name=""colour"">Red</ac:parameter><ac:parameter ac:name=""title"">czerwony</ac:parameter></ac:structured-macro></p><p><strong>Opis stanu kafelków:</strong> TET zbliża się, ACK błąd już teraz (błąd paczki ATC).</p><p><strong>Procedury awaryjne:</strong></p><strong>Postępowanie:</strong><ol><li><a href=""Inwentarz_IDCC.html#N02"">Core CC Tool</a> (Message Viewer) → odczytaj błąd paczki ATC</li></ol><strong>Jeżeli:</strong><ul><li><b>błąd składowej</b> → uzupełnij składową w aplikacji CCM</li><li><b>inny</b> → odczytaj kod ACK (patrz Stan 6)</li></ul></ac:rich-text-body></ac:structured-macro>"
